Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/2           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&) [371]
[317]    0.0    0.00    0.00       2         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl_data::_Vector_impl_data() [317]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Node*, std::allocator<Node*> >::~vector() [322]
[318]    0.0    0.00    0.00       2         std::_Vector_base<Node*, std::allocator<Node*> >::~_Vector_base() [318]
                0.00    0.00       2/2           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::~_Vector_impl() [316]
                0.00    0.00       2/7           std::_Vector_base<Node*, std::allocator<Node*> >::_M_deallocate(Node**, unsigned long) [289]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [409]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [377]
[319]    0.0    0.00    0.00       2         std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [319]
-----------------------------------------------
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [321]
[320]    0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [320]
                0.00    0.00    1248/1248        unsigned long std::__detail::__mod<unsigned long, 4294967296ul, 1ul, 0ul>(unsigned long) [165]
                0.00    0.00    1246/1246        unsigned long std::__detail::__mod<unsigned long, 624ul, 1ul, 0ul>(unsigned long) [167]
-----------------------------------------------
                0.00    0.00       1/2           Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float) [33]
                0.00    0.00       1/2           test_basic_run() [2]
[321]    0.0    0.00    0.00       2         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [321]
                0.00    0.00       2/2           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::seed(unsigned long) [320]
-----------------------------------------------
                0.00    0.00       2/2           Trainer::~Trainer() [70]
[322]    0.0    0.00    0.00       2         std::vector<Node*, std::allocator<Node*> >::~vector() [322]
                0.00    0.00       2/13          std::_Vector_base<Node*, std::allocator<Node*> >::_M_get_Tp_allocator() [277]
                0.00    0.00       2/2           void std::_Destroy<Node**, Node*>(Node**, Node**, std::allocator<Node*>&) [324]
                0.00    0.00       2/2           std::_Vector_base<Node*, std::allocator<Node*> >::~_Vector_base() [318]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<Node**, Node*>(Node**, Node**, std::allocator<Node*>&) [324]
[323]    0.0    0.00    0.00       2         void std::_Destroy<Node**>(Node**, Node**) [323]
                0.00    0.00       2/3295        std::is_constant_evaluated() [138]
                0.00    0.00       2/2           void std::_Destroy_aux<true>::__destroy<Node**>(Node**, Node**) [313]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<Node*, std::allocator<Node*> >::~vector() [322]
[324]    0.0    0.00    0.00       2         void std::_Destroy<Node**, Node*>(Node**, Node**, std::allocator<Node*>&) [324]
                0.00    0.00       2/2           void std::_Destroy<Node**>(Node**, Node**) [323]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[325]    0.0    0.00    0.00       1         _GLOBAL__sub_I__Z17print_class_sizesv [325]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [335]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[326]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN10SelfPlayerC2EP7Trainer [326]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [337]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[327]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4GameC2Ev [327]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [334]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[328]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4MoveC2Em [328]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [336]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[329]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN4NodeC2Ev [329]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [333]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[330]    0.0    0.00    0.00       1         _GLOBAL__sub_I__ZN7TrainerC2Ebmmmff [330]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [332]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[331]    0.0    0.00    0.00       1         print_class_sizes() [331]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN7TrainerC2Ebmmmff [330]
[332]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [332]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4NodeC2Ev [329]
[333]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [333]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4GameC2Ev [327]
[334]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [334]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__Z17print_class_sizesv [325]
[335]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [335]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN4MoveC2Em [328]
[336]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [336]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I__ZN10SelfPlayerC2EP7Trainer [326]
[337]    0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [337]
-----------------------------------------------
                0.00    0.00       1/1           decltype (::new ((void*)(0)) SelfPlayer((declval<Trainer*>)())) std::construct_at<SelfPlayer, Trainer*>(SelfPlayer*, Trainer*&&) [417]
[338]    0.0    0.00    0.00       1         SelfPlayer::SelfPlayer(Trainer*) [338]
                0.00    0.00       2/2           TrainMC::TrainMC(Trainer*) [305]
-----------------------------------------------
                0.00    0.00       1/1           Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float) [33]
[339]    0.0    0.00    0.00       1         TrainMC::set_statics(unsigned long, float, float) [339]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<SelfPlayer> >::deallocate(std::allocator<SelfPlayer>&, SelfPlayer*, unsigned long) [385]
[340]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<SelfPlayer>::deallocate(SelfPlayer*, unsigned long) [340]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<SelfPlayer> >::allocate(std::allocator<SelfPlayer>&, unsigned long) [386]
[341]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<SelfPlayer>::allocate(unsigned long, void const*) [341]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<SelfPlayer>::_M_max_size() const [348]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<SelfPlayer>::allocator() [358]
[342]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<SelfPlayer>::new_allocator() [342]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<bool>::allocator() [360]
[343]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<bool>::new_allocator() [343]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [389]
[344]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [344]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [390]
[345]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [345]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [349]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [363]
[346]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [346]
-----------------------------------------------
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [362]
[347]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::new_allocator() [347]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<SelfPlayer>::allocate(unsigned long, void const*) [341]
[348]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<SelfPlayer>::_M_max_size() const [348]
-----------------------------------------------
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [345]
[349]    0.0    0.00    0.00       1         __gnu_cxx::new_allocator<unsigned long>::_M_max_size() const [349]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::back() [402]
[350]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<SelfPlayer*, std::vector<SelfPlayer, std::allocator<SelfPlayer> > >::operator*() const [350]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::back() [402]
[351]    0.0    0.00    0.00       1         __gnu_cxx::__normal_iterator<SelfPlayer*, std::vector<SelfPlayer, std::allocator<SelfPlayer> > >::operator-(long) const [351]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<SelfPlayer*, std::vector<SelfPlayer, std::allocator<SelfPlayer> > >::__normal_iterator(SelfPlayer* const&) [308]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::max_size() const [357]
[352]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_get_Tp_allocator() const [352]
-----------------------------------------------
                0.00    0.00       1/1           Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float) [33]
[353]    0.0    0.00    0.00       1         std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [353]
-----------------------------------------------
                0.00    0.00       1/1           Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float) [33]
[354]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [354]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::reserve(unsigned long) [403]
[355]    0.0    0.00    0.00       1         std::vector<SelfPlayer, std::allocator<SelfPlayer> >::size() const [355]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::reserve(unsigned long) [403]
[356]    0.0    0.00    0.00       1         std::vector<SelfPlayer, std::allocator<SelfPlayer> >::capacity() const [356]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::reserve(unsigned long) [403]
[357]    0.0    0.00    0.00       1         std::vector<SelfPlayer, std::allocator<SelfPlayer> >::max_size() const [357]
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::_S_max_size(std::allocator<SelfPlayer> const&) [397]
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_get_Tp_allocator() const [352]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::_Vector_impl() [366]
[358]    0.0    0.00    0.00       1         std::allocator<SelfPlayer>::allocator() [358]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<SelfPlayer>::new_allocator() [342]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::~_Vector_impl() [367]
[359]    0.0    0.00    0.00       1         std::allocator<SelfPlayer>::~allocator() [359]
-----------------------------------------------
                0.00    0.00       1/1           Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float) [33]
[360]    0.0    0.00    0.00       1         std::allocator<bool>::allocator() [360]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<bool>::new_allocator() [343]
-----------------------------------------------
                0.00    0.00       1/1           Trainer::Trainer(bool, unsigned long, unsigned long, unsigned long, float, float) [33]
[361]    0.0    0.00    0.00       1         std::allocator<bool>::~allocator() [361]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [383]
[362]    0.0    0.00    0.00       1         std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [362]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::new_allocator() [347]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [378]
[363]    0.0    0.00    0.00       1         std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [363]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::new_allocator(__gnu_cxx::new_allocator<unsigned long> const&) [346]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<SelfPlayer*>(SelfPlayer*, SelfPlayer*) [424]
[364]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<SelfPlayer*>(SelfPlayer*, SelfPlayer*) [364]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::reserve(unsigned long) [403]
[365]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_allocate(unsigned long) [365]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<SelfPlayer> >::allocate(std::allocator<SelfPlayer>&, unsigned long) [386]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_base() [369]
[366]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::_Vector_impl() [366]
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl_data::_Vector_impl_data() [368]
                0.00    0.00       1/1           std::allocator<SelfPlayer>::allocator() [358]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::~_Vector_base() [370]
[367]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::~_Vector_impl() [367]
                0.00    0.00       1/1           std::allocator<SelfPlayer>::~allocator() [359]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::_Vector_impl() [366]
[368]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl_data::_Vector_impl_data() [368]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::vector() [34]
[369]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_base() [369]
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::_Vector_impl() [366]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::~vector() [404]
[370]    0.0    0.00    0.00       1         std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::~_Vector_base() [370]
                0.00    0.00       1/2           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_deallocate(SelfPlayer*, unsigned long) [314]
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_Vector_impl::~_Vector_impl() [367]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [375]
[371]    0.0    0.00    0.00       1         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&) [371]
                0.00    0.00       1/2           std::allocator<Node*>::allocator(std::allocator<Node*> const&) [311]
                0.00    0.00       1/2           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl_data::_Vector_impl_data() [317]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base() [374]
[372]    0.0    0.00    0.00       1         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl() [372]
                0.00    0.00       1/2           std::allocator<Node*>::allocator() [310]
                0.00    0.00       1/2           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl_data::_Vector_impl_data() [317]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [375]
[373]    0.0    0.00    0.00       1         std::_Vector_base<Node*, std::allocator<Node*> >::_M_create_storage(unsigned long) [373]
                0.00    0.00       1/6           std::_Vector_base<Node*, std::allocator<Node*> >::_M_allocate(unsigned long) [293]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Node*, std::allocator<Node*> >::vector() [407]
[374]    0.0    0.00    0.00       1         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base() [374]
                0.00    0.00       1/1           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl() [372]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Node*, std::allocator<Node*> >::vector(unsigned long, Node* const&, std::allocator<Node*> const&) [408]
[375]    0.0    0.00    0.00       1         std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_base(unsigned long, std::allocator<Node*> const&) [375]
                0.00    0.00       1/1           std::_Vector_base<Node*, std::allocator<Node*> >::_Vector_impl::_Vector_impl(std::allocator<Node*> const&) [371]
                0.00    0.00       1/1           std::_Vector_base<Node*, std::allocator<Node*> >::_M_create_storage(unsigned long) [373]
-----------------------------------------------
                0.00    0.00       1/1           std::operator+(std::_Bit_iterator const&, long) [428]
[376]    0.0    0.00    0.00       1         std::_Bit_iterator::operator+=(long) [376]
                0.00    0.00       1/1           std::_Bit_iterator_base::_M_incr(long) [391]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [409]
[377]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [377]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_S_nword(unsigned long) [319]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [390]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [383]
[378]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [378]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator(std::allocator<unsigned long> const&) [363]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [382]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [384]
[379]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [379]
                0.00    0.00       1/2           std::allocator<unsigned long>::~allocator() [312]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [384]
[380]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [380]
                0.00    0.00       1/2           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_M_end_addr() const [309]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [389]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [381]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [380]
[381]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_M_reset() [381]
                0.00    0.00       1/3           std::_Bit_iterator::_Bit_iterator() [299]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [378]
[382]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_impl_data::_Bvector_impl_data() [382]
                0.00    0.00       2/3           std::_Bit_iterator::_Bit_iterator() [299]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::vector(unsigned long, bool const&, std::allocator<bool> const&) [411]
[383]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::_Bvector_base(std::allocator<bool> const&) [383]
                0.00    0.00       1/1           std::allocator<unsigned long>::allocator<bool>(std::allocator<bool> const&) [362]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::_Bvector_impl(std::allocator<unsigned long> const&) [378]
                0.00    0.00       1/2           std::allocator<unsigned long>::~allocator() [312]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<bool, std::allocator<bool> >::~vector() [412]
[384]    0.0    0.00    0.00       1         std::_Bvector_base<std::allocator<bool> >::~_Bvector_base() [384]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [380]
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_Bvector_impl::~_Bvector_impl() [379]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_deallocate(SelfPlayer*, unsigned long) [314]
[385]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<SelfPlayer> >::deallocate(std::allocator<SelfPlayer>&, SelfPlayer*, unsigned long) [385]
                0.00    0.00       1/3295        std::is_constant_evaluated() [138]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<SelfPlayer>::deallocate(SelfPlayer*, unsigned long) [340]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<SelfPlayer, std::allocator<SelfPlayer> >::_M_allocate(unsigned long) [365]
[386]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<SelfPlayer> >::allocate(std::allocator<SelfPlayer>&, unsigned long) [386]
                0.00    0.00       1/3295        std::is_constant_evaluated() [138]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<SelfPlayer>::allocate(unsigned long, void const*) [341]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::_S_max_size(std::allocator<SelfPlayer> const&) [397]
[387]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<SelfPlayer> >::max_size(std::allocator<SelfPlayer> const&) [387]
-----------------------------------------------
                0.00    0.00       1/1           SelfPlayer& std::vector<SelfPlayer, std::allocator<SelfPlayer> >::emplace_back<Trainer*>(Trainer*&&) [399]
[388]    0.0    0.00    0.00       1         void std::allocator_traits<std::allocator<SelfPlayer> >::construct<SelfPlayer, Trainer*>(std::allocator<SelfPlayer>&, SelfPlayer*, Trainer*&&) [388]
                0.00    0.00       1/3           Trainer*&& std::forward<Trainer*>(std::remove_reference<Trainer*>::type&) [304]
                0.00    0.00       1/1           decltype (::new ((void*)(0)) SelfPlayer((declval<Trainer*>)())) std::construct_at<SelfPlayer, Trainer*>(SelfPlayer*, Trainer*&&) [417]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_deallocate() [380]
[389]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [389]
                0.00    0.00       1/3295        std::is_constant_evaluated() [138]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [344]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bvector_base<std::allocator<bool> >::_M_allocate(unsigned long) [377]
[390]    0.0    0.00    0.00       1         std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [390]
                0.00    0.00       1/3295        std::is_constant_evaluated() [138]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [345]
-----------------------------------------------
                0.00    0.00       1/1           std::_Bit_iterator::operator+=(long) [376]
[391]    0.0    0.00    0.00       1         std::_Bit_iterator_base::_M_incr(long) [391]
-----------------------------------------------
                0.00    0.00       1/1           Node** std::uninitialized_fill_n<Node**, unsigned long, Node*>(Node**, unsigned long, Node* const&) [421]
[392]    0.0    0.00    0.00       1         Node** std::__uninitialized_fill_n<true>::__uninit_fill_n<Node**, unsigned long, Node*>(Node**, unsigned long, Node* const&) [392]
                0.00    0.00       1/1           Node** std::fill_n<Node**, unsigned long, Node*>(Node**, unsigned long, Node* const&) [423]
-----------------------------------------------
                0.00    0.00       1/1           std::bitset<16ul>::set() [394]
[393]    0.0    0.00    0.00       1         std::bitset<16ul>::_M_do_sanitize() [393]
                0.00    0.00       1/1           std::_Sanitize<16ul>::_S_do_sanitize(unsigned long&) [413]
                0.00    0.00       1/1602        std::_Base_bitset<1ul>::_M_hiword() [144]
-----------------------------------------------
                0.00    0.00       1/1           Game::Game() [53]
[394]    0.0    0.00    0.00       1         std::bitset<16ul>::set() [394]
                0.00    0.00       1/1602        std::_Base_bitset<1ul>::_M_do_set() [143]
                0.00    0.00       1/1           std::bitset<16ul>::_M_do_sanitize() [393]
-----------------------------------------------
                0.00    0.00       1/1           std::bitset<48ul>::set() [396]
[395]    0.0    0.00    0.00       1         std::bitset<48ul>::_M_do_sanitize() [395]
                0.00    0.00       1/1602        std::_Base_bitset<1ul>::_M_hiword() [144]
                0.00    0.00       1/1           std::_Sanitize<48ul>::_S_do_sanitize(unsigned long&) [414]
-----------------------------------------------
                0.00    0.00       1/1           Game::Game() [53]
[396]    0.0    0.00    0.00       1         std::bitset<48ul>::set() [396]
                0.00    0.00       1/1           std::bitset<48ul>::_M_do_sanitize() [395]
                0.00    0.00       1/1602        std::_Base_bitset<1ul>::_M_do_set() [143]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<SelfPlayer, std::allocator<SelfPlayer> >::max_size() const [357]
[397]    0.0    0.00    0.00       1         std::vector<SelfPlayer, std::allocator<SelfPlayer> >::_S_max_size(std::allocator<SelfPlayer> const&) [397]
                0.00    0.00       1/1           std::allocator_traits<std::allocator<SelfPlayer> >::max_size(std::allocator<SelfPlayer> const&) [387]
                0.00    0.00       1/1404        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [155]
-----------------------------------------------
